Date,RELIANCE.NS,TCS.NS,INFY.NS,HDFCBANK.NS,ITC.NS
2020-05-18,650.6333618164062,1721.8021240234375,570.467529296875,396.2272644042969,122.49287414550781
2020-05-19,636.2501220703125,1724.501708984375,574.506103515625,393.3857116699219,126.95391845703125
2020-05-20,647.4496459960938,1728.88232421875,575.3224487304688,405.912109375,130.67147827148438
2020-05-21,650.8591918945312,1762.156982421875,577.5994873046875,407.0723571777344,140.48577880859375
2020-05-22,646.4788208007812,1787.9542236328125,594.9137573242188,397.2691345214844,138.55262756347656
2020-05-26,643.0917358398438,1719.50146484375,584.7743530273438,403.6862487792969,142.53041076660156
2020-05-27,652.801025390625,1774.6353759765625,606.1701049804688,427.9576721191406,142.864990234375
2020-05-28,664.8585815429688,1773.7503662109375,607.845703125,447.65887451171875,141.74972534179688
2020-05-29,661.3135986328125,1745.475341796875,601.8360595703125,450.6898498535156,146.73121643066406
2020-06-01,686.5802001953125,1809.990234375,609.2828369140625,467.739013671875,149.11045837402344
2020-06-02,693.51220703125,1811.6715087890625,616.7295532226562,474.0614013671875,146.6568603515625
2020-06-03,696.19921875,1816.1092529296875,611.024658203125,484.1251525878906,146.24794006347656
2020-06-04,713.427490234375,1856.4052734375,616.4246826171875,474.39288330078125,148.8130340576172
2020-06-05,714.2854614257812,1817.9730224609375,612.7666625976562,489.3819580078125,148.70152282714844
2020-06-08,708.7760620117188,1838.831298828125,627.8342895507812,481.11785888671875,146.9542694091797
2020-06-09,694.1670532226562,1839.097412109375,625.003662109375,467.5732421875,147.5862579345703
2020-06-10,709.9728393554688,1871.67138671875,623.4794921875,469.72808837890625,147.99517822265625
2020-06-11,694.41552734375,1835.1917724609375,613.1150512695312,458.7171325683594,144.4263458251953
2020-06-12,717.4918823242188,1810.2069091796875,602.75048828125,465.41845703125,144.1661376953125
2020-06-15,729.120361328125,1801.6859130859375,598.8311157226562,449.83734130859375,139.1846160888672
2020-06-16,730.5429077148438,1815.7984619140625,610.719970703125,469.0414123535156,137.5489044189453
2020-06-17,729.4816284179688,1817.57373046875,612.8538208007812,463.7608642578125,134.72357177734375
2020-06-18,747.793701171875,1808.9639892578125,621.7811279296875,483.0359191894531,138.73854064941406
2020-06-19,794.5337524414062,1814.7332763671875,614.508544921875,489.3819580078125,136.8425750732422
2020-06-22,788.550048828125,1799.955078125,612.8972778320312,487.2034606933594,137.5489044189453
2020-06-23,777.1473388671875,1806.4791259765625,627.66015625,493.6205749511719,138.18087768554688
2020-06-24,780.2859497070312,1812.603271484375,621.9989013671875,488.97943115234375,142.6419219970703
2020-06-25,775.7925415039062,1789.4375,610.1102294921875,487.2034606933594,150.2628631591797
2020-06-26,786.5179443359375,1880.635986328125,651.6552124023438,500.32183837890625,145.13267517089844
2020-06-29,778.1634521484375,1865.3695068359375,637.3278198242188,509.604248046875,146.6568603515625
2020-06-30,769.5606079101562,1848.0616455078125,640.9859619140625,504.7735900878906,144.72373962402344
2020-07-01,784.68896484375,1856.8487548828125,637.45849609375,513.6533203125,150.85769653320312
2020-07-02,798.19775390625,1914.6298828125,658.9712524414062,515.9266357421875,153.05104064941406
2020-07-03,810.6897583007812,1952.351806640625,664.2841796875,508.6096496582031,154.31500244140625
2020-07-06,839.6640014648438,2008.757080078125,665.4164428710938,522.3673706054688,156.5010986328125
2020-07-07,826.8092651367188,2014.7041015625,691.6761474609375,523.3855590820312,152.15383911132812
2020-07-08,815.2694091796875,1969.4368896484375,674.7356567382812,525.84814453125,153.75958251953125
2020-07-09,827.1719970703125,1956.52392578125,680.8323974609375,532.7625732421875,153.0937957763672
2020-07-10,851.5665893554688,1972.5,680.9630737304688,523.3618774414062,152.23219299316406
2020-07-13,877.3894653320312,1970.4139404296875,694.2018432617188,511.5932312011719,154.73867797851562
2020-07-14,869.2277221679688,1927.7659912109375,682.1824951171875,501.45843505859375,153.44627380371094
2020-07-15,836.1272583007812,1982.75048828125,723.7274169921875,498.759033203125,155.6394500732422
2020-07-16,835.8552856445312,1987.9549560546875,793.4481201171875,503.21075439453125,151.84051513671875
2020-07-17,866.8245239257812,1957.7100830078125,786.611083984375,520.2125244140625,151.99717712402344
2020-07-20,870.5426025390625,1964.0703125,813.7415161132812,536.5987548828125,150.93975830078125
2020-07-21,893.9623413085938,1979.3265380859375,815.87548828125,539.2034912109375,150.58724975585938
2020-07-22,908.67626953125,1948.9925537109375,799.4578857421875,533.4256591796875,153.9553985595703
2020-07-23,933.0709228515625,1931.423095703125,790.791748046875,535.34375,157.20606994628906
2020-07-24,973.1315307617188,1919.1475830078125,803.7689819335938,529.9920043945312,156.34445190429688
2020-07-27,977.6884765625,1963.091796875,826.0657348632812,511.2380676269531,153.837890625
2020-07-28,987.437255859375,2054.67236328125,838.6076049804688,514.624267578125,153.05462646484375
2020-07-29,950.6866455078125,2024.6942138671875,831.0302734375,504.1815490722656,154.0728759765625
2020-07-30,956.2185668945312,2027.7630615234375,837.3883056640625,497.5750427246094,151.4488525390625
2020-07-31,937.2877197265625,2029.4527587890625,841.35107421875,489.1215515136719,152.0755157470703
2020-08-03,910.9435424804688,2005.2130126953125,833.4254760742188,474.53497314453125,150.86138916015625
2020-08-04,975.1492919921875,2001.25390625,827.2849731445312,493.31280517578125,151.68385314941406
2020-08-05,964.1988525390625,2009.9715576171875,822.7994995117188,486.6351318359375,151.01808166503906
2020-08-06,967.6676025390625,2053.20556640625,845.5753784179688,492.86279296875,153.0154571533203
2020-08-07,973.2675170898438,2041.86279296875,828.1995849609375,494.3546447753906,153.56375122070312
2020-08-10,961.2062377929688,2030.69873046875,828.5914306640625,497.5750427246094,155.75697326660156
2020-08-11,967.5316772460938,2028.1185302734375,826.0657348632812,505.1524658203125,159.04678344726562
2020-08-12,964.7203369140625,2008.0594482421875,831.7269287109375,503.7554016113281,159.9475555419922
2020-08-13,962.2037963867188,2005.4793701171875,828.4608764648438,501.55322265625,157.7935333251953
2020-08-14,958.4630126953125,1994.5380859375,830.5512084960938,489.90289306640625,153.837890625
2020-08-17,948.2835083007812,2004.5450439453125,833.9478759765625,489.09783935546875,155.6786346435547
2020-08-18,960.6168212890625,2019.089599609375,842.7011108398438,500.3455810546875,155.52198791503906
2020-08-19,966.5113525390625,2007.3924560546875,835.515625,505.1287841796875,155.4436492919922
2020-08-20,950.8679809570312,2004.056640625,831.9011840820312,501.5295104980469,153.36790466308594
2020-08-21,943.9758911132812,2000.2757568359375,826.3704833984375,514.1506958007812,154.15121459960938
2020-08-24,950.2786254882812,1999.8314208984375,825.1512451171875,529.021240234375,154.0728759765625
2020-08-25,944.0892333984375,1994.982421875,817.0512084960938,530.2761840820312,153.05462646484375
2020-08-26,969.11865234375,2004.63427734375,828.1124877929688,529.684326171875,152.7021484375
2020-08-27,957.0120849609375,2000.097412109375,824.8463134765625,526.6770629882812,152.15383911132812
2020-08-28,959.5286254882812,1991.3350830078125,814.5689697265625,527.8136596679688,153.17213439941406
2020-08-31,943.4544677734375,2007.969970703125,808.7770385742188,528.4529418945312,149.6864776611328
2020-09-01,946.4243774414062,1998.273681640625,796.191650390625,533.8755493164062,148.9815216064453
2020-09-02,964.9923706054688,2014.997314453125,804.7706909179688,537.11962890625,149.88230895996094
2020-09-03,957.6921997070312,2045.5543212890625,814.8302612304688,535.5805053710938,150.078125
2020-09-04,941.8900756835938,2036.0360107421875,800.5465087890625,530.0868530273438,146.24000549316406
2020-09-07,944.3386840820312,2070.062255859375,805.6851806640625,525.9192504882812,148.119873046875
2020-09-08,955.425048828125,2088.875732421875,818.0963745117188,526.8427734375,147.3757781982422
2020-09-09,980.023681640625,2070.595458984375,808.036865234375,519.2890014648438,143.9684600830078
2020-09-10,1049.2398681640625,2073.70947265625,818.74951171875,516.4713134765625,144.83004760742188
2020-09-11,1051.84716796875,2111.916015625,823.6705322265625,510.83551025390625,144.08595275878906
2020-09-14,1044.048095703125,2216.2626953125,852.1511840820312,501.0321960449219,143.61598205566406
2020-09-15,1051.439208984375,2216.2626953125,855.678466796875,506.9757080078125,142.4019012451172
2020-09-16,1054.023681640625,2226.580810546875,872.488037109375,517.9393310546875,141.5010986328125
2020-09-17,1042.3251953125,2189.17431640625,880.5445556640625,513.1798095703125,139.89535522460938
2020-09-18,1045.4764404296875,2179.3447265625,872.8364868164062,500.7243957519531,140.28700256347656
2020-09-21,1022.873046875,2193.044677734375,879.5863647460938,496.9356689453125,137.66299438476562
2020-09-22,1002.6044921875,2244.3271484375,877.4961547851562,490.3528137207031,136.44891357421875
2020-09-23,1011.514404296875,2194.956787109375,888.1654052734375,495.9648132324219,135.1173095703125
2020-09-24,989.0243530273438,2074.687744140625,849.5382690429688,487.98492431640625,130.4567413330078
2020-09-25,998.319580078125,2154.79345703125,880.9364013671875,494.4256591796875,133.7465362548828
2020-09-28,1004.9169921875,2158.351806640625,880.02197265625,499.2562561035156,135.74392700195312
2020-09-29,1017.975830078125,2213.59375,878.8026123046875,503.21075439453125,132.6891326904297
2020-09-30,1013.1242065429688,2217.0625,878.1493530273438,510.8118591308594,134.49069213867188
2020-10-01,1008.9979248046875,2244.7724609375,886.3364868164062,524.2379760742188,133.8248748779297
2020-10-05,1003.0806884765625,2406.98486328125,913.3798828125,527.7426147460938,132.57162475585938
2020-10-06,1002.2417602539062,2414.5458984375,919.5201416015625,541.831787109375,133.0807647705078
2020-10-07,1023.62109375,2433.804931640625,928.9265747070312,550.4274291992188,132.76744079589844
2020-10-08,1015.3458862304688,2513.643310546875,952.5731811523438,564.4219360351562,130.9267120361328
2020-10-09,1012.7160034179688,2502.301513671875,963.9827880859375,584.1942749023438,131.47499084472656
2020-10-12,1014.3483276367188,2517.468505859375,986.0181884765625,574.7698974609375,134.88230895996094
2020-10-13,1034.140869140625,2514.399169921875,1008.4021606445312,567.5712890625,133.27658081054688
2020-10-14,1037.2239990234375,2509.977783203125,990.2860717773438,573.751708984375,131.43582153320312
2020-10-15,1000.4960327148438,2448.335205078125,965.2456665039062,553.7425537109375,129.2818145751953
2020-10-16,986.5757446289062,2468.61474609375,982.0118408203125,567.99755859375,129.79092407226562
2020-10-19,986.757080078125,2422.384033203125,980.6182861328125,569.9866333007812,131.78834533691406
2020-10-20,977.552490234375,2446.90625,990.7214965820312,579.6477661132812,131.16168212890625
2020-10-21,963.3600463867188,2390.08935546875,1000.17138671875,590.421875,131.318359375
2020-10-22,955.3569946289062,2386.291748046875,983.3617553710938,584.0758666992188,132.0233154296875
2020-10-23,958.1229248046875,2400.2734375,988.1595458984375,585.2598876953125,133.7465362548828
2020-10-26,920.0573120117188,2401.523681640625,979.3123779296875,573.467529296875,132.0233154296875
2020-10-27,922.5059814453125,2349.664306640625,960.2974243164062,583.9810791015625,130.96588134765625
2020-10-28,912.0543212890625,2342.56201171875,947.7088623046875,572.8518676757812,129.63427734375
2020-10-29,919.0597534179688,2351.898193359375,946.2122192382812,562.2434692382812,128.34185791015625
2020-10-30,931.5745239257812,2380.6640625,933.6676635742188,560.5148315429688,129.43846130371094
2020-11-02,851.29443359375,2326.83935546875,943.9675903320312,575.527587890625,130.61338806152344
2020-11-03,839.0292358398438,2352.74609375,935.3844604492188,591.013916015625,133.23741149902344
2020-11-04,867.504638671875,2370.211181640625,963.0263671875,595.4893188476562,133.00242614746094
2020-11-05,886.4581298828125,2399.2900390625,971.8737182617188,601.07763671875,136.87969970703125
2020-11-06,920.0800170898438,2418.720947265625,979.5762329101562,619.2871704101562,136.25308227539062
2020-11-09,929.8515014648438,2435.829345703125,1000.528076171875,634.8681030273438,135.35226440429688
2020-11-10,945.2000732421875,2367.04052734375,960.4734497070312,660.0156860351562,139.69955444335938
2020-11-11,905.5928344726562,2401.166259765625,988.1595458984375,658.263427734375,145.14341735839844
2020-11-12,897.7938842773438,2386.203125,983.9780883789062,649.6203002929688,147.2582550048828
2020-11-13,905.2301025390625,2373.51708984375,989.656005859375,643.51123046875,146.55331420898438
2020-11-14,907.9053955078125,2385.576904296875,997.7990112304688,648.6732177734375,147.72825622558594
2020-11-17,903.8017578125,2381.736328125,989.2158813476562,667.0247192382812,146.74916076660156
2020-11-18,901.05859375,2346.53759765625,977.6397705078125,667.1431274414062,144.164306640625
2020-11-19,894.6878662109375,2355.694580078125,965.4913330078125,650.8754272460938,147.17994689941406
2020-11-20,861.292724609375,2376.554931640625,971.3013916015625,664.7515869140625,150.15647888183594
2020-11-23,884.5084228515625,2433.72998046875,1003.43310546875,660.465576171875,149.4906463623047
2020-11-24,890.5615844726562,2431.763916015625,1003.609130859375,681.114013671875,153.17213439941406
2020-11-25,883.193359375,2413.226318359375,982.12939453125,664.3489990234375,151.84051513671875
2020-11-26,885.3699340820312,2430.46875,979.97265625,675.64404296875,152.5846405029297
2020-11-27,875.0316162109375,2393.8857421875,968.3523559570312,682.3689575195312,151.68385314941406
2020-12-01,886.4127807617188,2436.00732421875,1001.6723022460938,678.7933959960938,152.27130126953125
2020-12-02,887.8864135742188,2456.3310546875,1004.3574829101562,666.3143310546875,153.48544311523438
2020-12-03,890.5615844726562,2420.507568359375,991.6367797851562,652.22509765625,153.68124389648438
2020-12-04,882.7173461914062,2436.677490234375,998.8555297851562,656.2032470703125,155.2478485107422
2020-12-07,887.9090576171875,2445.7451171875,1006.6464233398438,649.8807983398438,159.12510681152344
2020-12-08,904.0285034179688,2498.989013671875,1015.3173217773438,651.7989501953125,158.57681274414062
2020-12-09,919.0824584960938,2511.04931640625,1034.5523681640625,666.4327392578125,160.88751220703125
2020-12-10,910.0364990234375,2487.3759765625,1027.9940185546875,656.3217163085938,166.60549926757812
2020-12-11,909.492431640625,2486.75048828125,1023.9886474609375,654.877197265625,169.4253692626953
2020-12-14,902.9176635742188,2499.346435546875,1025.177001953125,649.8335571289062,169.11203002929688
2020-12-15,895.2321166992188,2467.051513671875,1016.4179077148438,658.9027099609375,167.27130126953125
2020-12-16,896.2295532226562,2514.086669921875,1026.189453125,668.09033203125,167.623779296875
2020-12-17,900.3331298828125,2535.52734375,1020.4672241210938,682.8189697265625,166.8796844482422
2020-12-18,903.031005859375,2555.89599609375,1047.4051513671875,668.398193359375,168.01541137695312
2020-12-21,879.5205688476562,2519.40234375,1036.4012451171875,650.0703125,158.9684600830078
2020-12-22,878.1602783203125,2566.169189453125,1074.4310302734375,650.2833862304688,159.32095336914062
2020-12-23,881.4024047851562,2598.55419921875,1103.0853271484375,651.4910888671875,162.72824096679688
2020-12-24,904.2100219726562,2599.09033203125,1088.1199951171875,661.6495361328125,163.39402770996094
2020-12-28,908.35888671875,2617.001708984375,1091.8612060546875,669.1085205078125,164.0989990234375
2020-12-29,902.3509521484375,2617.984619140625,1100.66455078125,675.904541015625,165.70474243164062
2020-12-30,904.8220825195312,2599.045654296875,1097.5836181640625,678.41455078125,165.3914337158203
2020-12-31,900.1971435546875,2557.45947265625,1105.50634765625,680.2142333984375,163.70736694335938
2021-01-01,901.1947021484375,2615.974365234375,1109.5994873046875,674.8862915039062,167.5063018798828
2021-01-04,902.713623046875,2715.31591796875,1134.0728759765625,670.6004028320312,167.15380859375
2021-01-05,891.4912109375,2763.15478515625,1138.95849609375,675.667724609375,165.6264190673828
2021-01-06,867.9807739257812,2726.08056640625,1128.658447265625,672.7552490234375,160.88751220703125
2021-01-07,866.5751953125,2709.375244140625,1111.0963134765625,670.7188110351562,158.8509521484375
2021-01-08,876.800048828125,2788.080322265625,1155.068359375,678.011962890625,157.83267211914062
2021-01-11,860.2724609375,2837.705810546875,1211.496826171875,687.3889770507812,158.615966796875
2021-01-12,887.3876953125,2836.276611328125,1207.5792236328125,701.383544921875,161.7099609375
2021-01-13,879.112548828125,2822.072021484375,1221.1363525390625,696.48193359375,165.46975708007812
2021-01-14,888.9973754882812,2909.56396484375,1206.4788818359375,695.5821533203125,167.7412872314453
2021-01-15,878.5003662109375,2894.034912109375,1183.986572265625,694.5875244140625,170.6394500732422
2021-01-18,899.5849609375,2883.65234375,1155.024169921875,702.3780517578125,172.1277313232422
2021-01-19,914.298828125,2918.51416015625,1159.0736083984375,712.2050170898438,171.42274475097656
2021-01-20,931.6652221679688,2961.567138671875,1179.1448974609375,706.593017578125,170.48280334472656
2021-01-21,951.93359375,2930.284423828125,1179.364990234375,698.4473876953125,167.38880920410156
2021-01-22,929.352783203125,2956.465087890625,1180.3775634765625,683.6476440429688,165.0389404296875
2021-01-25,880.110107421875,2945.903564453125,1166.51220703125,692.7879638671875,162.76739501953125
2021-01-27,859.252197265625,2918.827880859375,1145.2967529296875,667.5693969726562,164.999755859375
2021-01-28,850.8864135742188,2861.096923828125,1123.4647216796875,649.5020141601562,161.8274688720703
2021-01-29,835.19775390625,2784.837646484375,1090.760986328125,658.5238647460938,159.20343017578125
2021-02-01,859.3883056640625,2809.899658203125,1109.99609375,699.370849609375,169.1511993408203
2021-02-02,873.2178955078125,2867.272705078125,1119.107177734375,739.0574340820312,170.91358947753906
2021-02-03,875.4171142578125,2864.22900390625,1130.9036865234375,745.80615234375,169.77783203125
2021-02-04,872.5377807617188,2853.8466796875,1126.237548828125,747.842529296875,180.1172332763672
2021-02-05,872.288330078125,2826.546630859375,1119.8555908203125,756.6039428710938,183.563720703125
2021-02-08,884.8484497070312,2876.804931640625,1147.54150390625,760.2269287109375,182.58457946777344
2021-02-09,886.9795532226562,2843.508544921875,1149.30224609375,763.3525390625,179.37310791015625
2021-02-10,895.2092895507812,2876.089111328125,1141.3353271484375,749.0975341796875,178.23733520507812
2021-02-11,932.11865234375,2869.5546875,1137.94580078125,744.6456909179688,177.37571716308594
2021-02-12,925.7252197265625,2855.94970703125,1153.0435791015625,749.192138671875,170.32615661621094
2021-02-15,921.6444091796875,2810.346923828125,1152.9114990234375,765.6021118164062,171.22691345214844
2021-02-16,933.8417358398438,2782.5546875,1135.96533203125,770.3616333007812,170.9527587890625
2021-02-17,944.6107177734375,2750.602294921875,1127.954345703125,751.3470458984375,170.56112670898438
2021-02-18,937.5598754882812,2736.50439453125,1137.77001953125,736.0975952148438,171.42274475097656
2021-02-19,943.2730102539062,2749.483642578125,1136.7576904296875,728.8990478515625,169.1511993408203
2021-02-22,910.5352783203125,2647.98291015625,1113.78125,733.1139526367188,166.1756591796875
2021-02-23,917.4954223632812,2667.450439453125,1114.7935791015625,724.1868286132812,167.33941650390625
2021-02-24,934.5218505859375,2638.719482421875,1121.7923583984375,760.7952270507812,167.62033081054688
2021-02-25,972.3153076171875,2680.966064453125,1122.0123291015625,760.7714233398438,167.861083984375
2021-02-26,945.7669067382812,2590.56494140625,1103.305419921875,726.673095703125,163.60739135742188
2021-03-01,952.9764404296875,2617.3271484375,1115.365966796875,738.2760620117188,166.05526733398438
2021-03-02,954.9261474609375,2690.856201171875,1148.3778076171875,742.6803588867188,168.46304321289062
2021-03-03,998.5009765625,2738.07080078125,1182.7542724609375,751.5127563476562,168.503173828125
2021-03-04,986.598388671875,2729.656982421875,1171.134033203125,735.0320434570312,168.30250549316406
2021-03-05,987.8906860351562,2692.37841796875,1159.1175537109375,724.58935546875,167.37953186035156
2021-03-08,993.5132446289062,2691.393798828125,1175.8878173828125,719.61669921875,166.93812561035156
2021-03-09,993.4905395507812,2730.775634765625,1184.514892578125,739.98095703125,166.77760314941406
